cleaned_content,sentiment
map suka eror,0
aplikasi nya gajls banget clik gosen kirim tpi server sibuk rayap mulu udh gin aja udh ah mls uninstal aja cari yg aplikasi yg kirim hadeuuhhh udh diupdate gojek nya tetep aja cape nunggu nya,0
goodjob,2
,2
bantu,2
terima kasih bos,2
good,2
kode promo nya lupa,2
aman percaya,2
puas bangetcepat nyamandriver nya ramah sikap baikgojek pilih ku,2
jossgandos,2
aplikasi gojek kacaudari drivernya yg songong tangan msalah customer profesional transaksi bayar nya yg ribet make gopaysudah x alam buruk gojek hasil memuaskanterutama alam dgn driver nama samsuri org nya egois bgt gimana indonesia majusdm nya isi dgn yg begituanfyi guys kalo minimalisir make gojek dehmngecewakan sgala aspek huh,0
mantab,2
sya coba,2
mantap,2
bantu,2
aman kendali kondusif driver ramah serasa ngobrol sahabat,2
sy langgan plus harga makan mahal yg nga plusdari hitung,0
diskon,2
supir nya sopan,2
good job,2
aplikasi drivernya mantabcepet tanggap bawa obat istrisemoga drivernya lancar rezeki,2
driverapliaksi nya aneh apliaksi tumpang ambil tumpang jaraky sampe kilosedangy cs pengeny cepet datangdan akhiry d canceldan driver korban performa rusak cancel custamer,0
apk lot parah,0
bagus,2
,2
aplikasi cacat maps ga,0
gak pake gojek pake paylater nya tagih buruk pake ancam intimidasi utang ratus ribu udah ribut nya orang utang beli mobil lunasin auto uninstall aplikasi belah aja utang sampek juta telat bayar bulan nggak sampek nagih lebay kapokpakaigojek,0
app gojek bagus terkadang huruf huruf suka suka muncul gojek suka tanggap tolong baik,1
oke mantap,2
mantap,2
top,2
antar nya engga kompeten udh terima pesan tibatiba batal gitu aja buka puasa,1
mantap gojek is the best,2
terima kasih,2
bantu manfaat banget,2
bantu,2
bagus bgt banyakin promo voucher potong harga go ride kadang jarak lumayan ongkos bikin uh mikirnya,2
mesen makan pake yg regular aja gk express asa tipu udah express aja makannanya kek regular,0
mantap,2
lumayan bagus ya apk upgrade,2
sistem bosok bosok bosok matane udah nunggu jam terang driver bar cancel ik harus e kalo sih gpp bosok kyak gin rating,0
ga,0
exelentt,2
kecewa order batal saldo rekening potong aju complain bantu kasih bot udah gitu gak relevan masa sempat via fitur chat cs kasih pilihanpilihan,0
aplikasi bantu jalan,2
kalo ujan gaprnah dapet driver,2
customer service sampah,0
mantap bantu,2
delay aplikasi delay nya gak pantau driver pes kayak driver gak jalan,1
aplikasi manfaat bwt,2
cepat,2
sigma bgt kurir,2
bantu,2
mohon pusat gojek akun g dapetin diskon promo potong harga nya akun daptar dapet potong harga mesen gofood g dapet potong harga,0
enak pake ama orang gojek ramah,2
bantu,2
nyaman,2
bantu,2
nice,2
love bgt apk cocok org yg mager kyk hehe,2
kirim cepat,2
bantu aktivitas terimakasih gojek,2
butuh good job gojek,2
good,2
niat ngelaporin akun gojek ilang,0
eh maaf salah nilai gojek baik dah,2
aplikasi yg bantu mudah transaksi apa dgn riwayat pengeluaranpemasukkan yg inci bulan mohon utk top up e money jamin sdh kirim e money masuk yg rugi mesti retur spt transaksi tokopedia batal dr mes jual nya koreksi dr,2
mantap,2
layan buruk,0
keren,2
verifikasi wajah masuk cepat tutup standby kamera hp lamban,2
sayang harga mahal tarif pagi tarif siangsore mahal ga discount voucjer,1
drivernya asik asik seru,2
aneh banget beli token listrik k ajh sangka transaksi curiga langsung blokir paylater nya lucu banget sumpah,0
mantap,2
draiver gak tau jalan,0
cashback transaksigojek scamm,0
byk promo y terimakasih gojek bantu kalang anak kost,2
dear gojek driver aneh neng banget silent treatmen nunggu konsumen batalin gak ambil dapet usaha gak matiin aplikasi pesan nyangkut kali batalin berkalikali belanja goshop gitu gantung gak kabar batalin gak pesan anggap batalin dah uninstall,0
okey,2
gojek skrg ga profesional bgt ya minggu hubungin call cs nya aja susah banget ga angkat sampe sore trs pencet nomor tipu yg web resmi gojek bilang cs kantor kemang saldo gue ilang tolong data gue sedot pakai gopay pinjam bank jago pinjam gue sampe cape kantor jago kuningan kemarin tutup akun blokir sampe pakai surat polisi gue ngajuiin pinjam,0
bagus,2
layan ramahthank bp driver,2
uprg trs buka apk,0
good job,2
sopan ramah,0
map nya buruk aplikasi lot update parah,0
bantu macet,2
mahal ongkirnya tdk poromo nya,1
kapok pake gojek ngirim froze food gak sampe bikin lapor hilang bales robot,0
bagus banget bantu,2
bagus,2
bantu,2
aplikasi bantu mobilitas cepat akurat semangat gojek yg baik,2
hebat,2
mes ojek online layan driver aman nyaman,2
puas pakai gojeksemoga sukses depan,2
jelek banget akun d beku d aju bandinh d tolak aneh banget aplikasi nya hahah,0
cepat harga ramah,2
driver nya,2
,2
apaa jdi sat set pokok nya kerenn,2
ok,2
bantu terima kasih aplikasi gojek,2
map nya skrg ngawur tdk spt jemput rumah,1
bantu,2
maps ga jalan eror,0
guna yg gak bawa motor ongkos yg jangkau,2
gooodddd,2
driver,2
good,2
me mbantu,2
bagus sen mokel,2
ok,2
susah order,2
diskon,2
muas moga anah,2
aplikasi eror,1
kalo sen gojek gajelas,0
mudah murah promonya,2
mantaap,2
lyani cepat lg konec nya,2
keren emng ga nyesel pake gojek fast ga tele kek yg belah darurat sahur jadi ga duga yg bikin stuck aplikasi the best ga nyesel dah emng download,2
good,2
senang,2
cepat tanggap,2
bagus,2
jam driver,0
pokok nya mantap banyak promo rameee,2
very good,2
aplikasi gojeg buruk maps ya error pake google maps sinting,0
layan gosend muas,2
mantap,2
mudah,2
bagussemoga potong nya tarif nya,2
baik,2
keren pokok,2
order sepi bangeeetkek kubur,0
,2
mantap,2
alam sewa goboxdrivernya ramah cooperative,2
keren,2
ok,2
terimakasih baik,2
josss,2
bagus,2
kecewa,0
driver gamau ambil kadang ga bilang udh dapet drivernya,0
muas pelayananya,2
bagus ta,2
diupdate mulu hp udah ga kuat,1
bantu,2
aplikasi tipu percaya guys cashback top up game percaya guys akun masalah bla bla cocot,0
bantu tahan layan aman,2
bagus main ahahah,2
bantu good aplikasi,2
mantapp,2
good,2
driver merana tarif gocar km km kilometer kecil sesuai google maps murah potong capai mantap lanjut kapitalisme,0
kecewa sih sma aplikasi nya mantap deh,2
halo bos gojek pesan gofood dgn jarak km onkir rp ngk biaya layan rp tolong biaya layan aplikasi hapus tdk cicil gopay pinjam yg blm lunas aneh blm lunas pinjam limit pinjam hapus aplikasi apasih mau,0
ramh orang nya aman poko sehat gjek,2
rekomended promonya cocok situasi,2
batu mnurut yg paham jalan daerah,2
aman,2
gofood nya kacau ga ga terang makan udah jalan udah nunggu menit tau tau cancel ga,0
bagus bagus aja sih sebenernya kadang kadang kalo dapet harga aga mahal ga trima muak tetep sen,2
gojek muas pokok diskon,2
aplikasi bantu,2
driver kadang ga ngater udah cancel kali,0
kecewa baik terimakasih gojek,2
ahkirnya ulas ulas nambah biaya layan cepat ordera jarak resto rumah enga km lambat antar,0
bantu,2
bantu,2
aplikasi uda ok ride relatif murah banding belah kalo food ongkos mahal,2
,2
driver ramah,2
mantap,2
sampe skr ko ga ad tindak ny sy pesan bayar tol parkir jg ya byk aplikasi yg klo ga ad ubah hapus aplikasi dr hp complen chat costumer by robot call center ga aktif email ga balas pesan gocar ga lunas tagih tol parkir fiktif order ny yg,0
aplikasi bantu,2
good poko,2
oke bantu aktivitas hari,2
praktis promo diskon,2
driver terima harga promo kasih harga murah dicancel driver gocar gara ambil promo suruh yg cancel gk yg cancel,0
bagus,2
skarang jdi n susah dqpet driversemoga depan,2
aplikasi aneh mesen pizza udah dibuatin order order ku udah bayar double tolong baik aplikasi uang kasi drivernya repot,0
pake aplikasi bantu banget sihh klo repot males pokok aplikasi debes banget thanks,2
keren,2
tolong driver yg bal kontrol driver plat bal nggak aman,0
banget driver nya makasih yah mas tau wilah wilah nya minta tolong banget,2
good,2
mudah temu driver tentu lokasi detail,2
transportasi setia ku,2
drivernya sabar,2
good job,2
update mulu udh update bntr bntr update lagi,1
good luck,2
bantu bangetdi genting banget ngebantu,2
praktis cepat,2
driver judes,0
diskon drivernya ramah bgt,2
bagus banget,2
gojek emang oke,2
ok terimakasih,2
gampang beli transportasi,2
ga batal pesan gofood pencet pesan tetep masuk list item,0
mudah pake gojek,2
sinyal bagus bagus aja gabisakatanya sinyal buruk,0
parahhh cs yg manusia udah dipecatin ya batalin pesan resto yg tutup gabisa driver ga batalin buyer chat cs kali ditanggapin robot ganti driver kecantol udah hari resto yg tutup uninstall aja bodo,0
bantu kerja,2
sistem tolol dpt driver km titik jemput,0
maruk ya gojek ngga mikirin mitra nyapake bikin program slot gosen multi instant kecewa cs udah kya kompenimikirin untung ngga mikirin mitra nyasemoga bangkrut dah gojek indoensia aamiin,0
antar,2
bantu ringan perlu,2
bagus,2
terimakasih gojek sukses,2
habis update versi aplikasi buka buka minggu depan order,0
bantu,2
siiip,2
terima kasih tanggap aplikasi,2
mudah erti,2
ok,2
parah ga promo apa alas aktifitas curiga paylater ga prnh telat tp blokir,0
lbih praktis,2
bagus,2
g sih kalo ojol g ngambil pesan kena sanksi kalo g ambil pesan yaa g on,0
bantu mudah butuh hari,2
praktis,2
mending ubah aja deh prodesur psn mkanannya bikin nunggu,0
cepat antar,2
bagus sih respon cepat,2
kdg suka laaamaaaaa syekaleee klo dtg,2
gojeg gak bagus layan nya kirim barang syaa rusak karna masuk air rugi,0
oke,2
mudah pergi mana ajadriver nya ramah ramah,2
kembali saldo cm kl kita ngga ngecek gopay dana ngga balikgojek survey bawah trutama yg daerah yapasti yg kelakuanya mes x dapet driver yg bikin kapok pakai gojek luar yg resenya standar toleransi ya udah ga suka pakai layan gojek daerahkl jakarta si ok krn layan go transit,1
good,2
tolong banyakin ya promo promo nya biar murah bayar tunai,2
ok percaya,2
ok,2
lumayan mesan estimasi nya sesuai,2
bantu butuh transportasi aplikasi mudah,2
udah kali kali medeni ttep ajj gk,0
mantap,2
top,2
abng ny,2
ojol aman nyyaman menginstal blm bos,2
mantap,2
bagus kalo make gojek hemat kadang gojek suka ga gerak gituh,2
kemarin malam jam tabrak driver gojek udah salah maaf driver nya lari kilas liat driver nya motor nmax warna merah plat nya liatin kencang motor nya,0
suka nge heng nih aplikasi,0
kalaw bagus kasih bintang full,2
good job,2
baik,2
suka heran ngasih diskon beda kadang dihp ga dihp anak,1
aplikasi tolol,0
coba tatar kemudi gocar calya d vdl ugal ugalan jalan bahaya selamat orang ingat melunjak,0
apk gak konsisten gak jelasgopay pinjam gilirn limit tb akun dibtasi dg alas data yg tdk sesui aktifitas gak wajardr limit msh mana bostoh jg bayr tagihn gk pernh telt dn jg udh dilunsingilirn limit tau akun batas dn diblokirbuat limit gk bs dipakeanehyg lbh bagong lg notif aktifin gopaypinjam tp ujung tolak yg suruh dftr lg lahnunggu sampe lebaran kucing sglbanyak akun yg nasib diphp inuninstal aman,0
ok,2
senang,2
bantu kondisi urgent layan,2
driver nya milih kerja malas pesan sy batalin gilir jarak deket rebut,0
nunggu makan udah sampe jam driver makananya udah disiapin jg sistem alas nggk driver gilir kirim orang ambil makan batal nggk alas,0
mantap,2
,2
pesan menu sahur sampe sahur,0
pakai riority gofood lambat no compensation no explanation gak komplain cs,0
bagus,2
nyaman aman,2
the best,2
driver sopan,2
manfaat,2
bintang ya menu aplikasi ya oke,2
layan mesan grab mobil tolong baik aplikasi mobil yg sesuai pesan muncul pesan dri gojek plat mobil beda kali grab mobil info customer offline benar ya tolong aman masyarakat aplikasi nyaman yg teror bahaya,0
gojek mantap saliimm,2
hapus sistem multi instant pesan barang kirim instant tpi driver nya suruh bawa barang pesan beda nama intant y barang klo barang udh yg nama sameday kasihan driver nya intant tpi suruh bawa barang ongkos yg terima driver tidal sesuai yg bayar mes,0
tiada lawan top uda wandi tampon,2
bantu,2
ok sip,2
biaya menelfon call center mahal menit ribu,0
aman nyaman,2
bantu,2
mantap cepat,2
good good good,2
tolong lapar malam hehehe,2
mantap mantap mantap,2
ok jek,2
mantap,2
sen mobil udah tunggu eh orngnya rumah bilang nya ngga liat hp ditrima pas otomatis apk nya haduhhh bikin langgan kecewa,0
aplikasi mudah perlu hidup transfortasi jalan transaksi gofood gosendtransfer bank,2
mantap,2
aplikasi taik pesan makan kirim expres aja jam jarak km gak pakai apk rugi uang rugi,0
pesan go food jam gada yg ambil kasi restoran nya udah nyiapin sampe order x jual bilang suruh order ulang kalo ga dapet driver kalo ga dapet lg anter lumayan udah malem buang buang bgt serius ubah deh biasa kaya gin hubung cs ga ngaruh bantu ngajuin keluh chat tutup sat bgt,0
knpa skrng double order kirim makan jdi krna driver order tunggu makan sdh dingin driver order resto tunggu cari driver driver yg resto,0
drever ramah,2
ngapain ngasi fitur bantu kl gabisa dibales pesan nya ampe ber kali chat cs gada solusi,0
good,2
kena scam trus promo wajib pake gopay gilir isi promo nya eror kecewa bngt,0
bantu situasi kondisi,2
kecewa,0
sen makan jm an batal gabisa ga driver alesannya ga driver efektif aplikasi,0
driver sopan,2
gerak cepat,2
puas,2
aplikasi wajib,2
terimakasih gojek andal mana moga bapa gojek sehat ramah customer,2
aplikasi busuk,0
driver lu ngetok bos,0
cakep dah coba bantu driver nya dgn banyak diskon,2
optiommmdan bantu,2
paylater direview tdk lambat limit tdk pakai,0
so far so good,2
baik service costumer aplikasi minggu gk kabar lengkap data identitas,0
ga pesan pesan trus batal ga pilih batal ngapain malem jam beli bubur bayi bayi enggaanehrugi,0
aplikasi gk mutu sen food magrib sampe jam malam bom driver gilir chat castamer servis bilang gak driver ambil pesan cek aplikasi driver jugaaplikasi gatel,0
gopay later limit bayar telat bangkrut ya,0
gofood masalah bintang,0
udah nunggu makan banget tau ngga dapet driver dibatalin nggabisa chat cs nggak langsung tangan sampe adu kali dibatalin wasting time banget tau nggak sih baik sih sistem,0
pakain aplikasi inidengan sytem untung aplikator,0
mantul,2
,2
download apk ulang hp riset angka kode verivikasi masuk hasil salah kirim kode ulang kirim lg masuk salah lg bbrpa kali lg tunggu menit butuh desak tunggu menit alhasil y ganti apk selesai,0
ok,2
simple cepatdan discount banyakgojek mantap,2
top bngt,2
ok,2
bantu,2
insaallah lancar semngat,2
mantap,2
hdeh ngapa skrg verifikasi wajah nya sih mending pake pin aja lawak udh susah verifikasi nya selesai nyoba x suruh tunggu jam apk aneh,0
cepat hemat amanah,2
terima kasih layan dengn,2
oke,2
gojek langgan mahal yaa kecewa gojek karna tarif gak main,1
ok sip,2
susah banget dapet driver tunggu jam sore jam sore baik driver,0
nice,2
layan sih bagus kadang suka ngeleg ngelag,2
bagus sih tp driver nya lm,2
the best pokok,2
driver aplikasi sulit konsumen informasi bantu,0
order nunggu jam nunggu dicancel,0
pesan makan tunggu jam driver sibuk,0
skrg klo ujan gk yg mw ngambil udh gtu gocar udh mobil censel alas pajak udh kensel jln m suruh turun driver perkara gk tol skrg divery blagu tumpang ngikutin akan raka gk butuh duit,0
oke ok,2
bagus tolong potong driver resto rang,2
cancel g bsaalasan resto rugitpi lma nunggu tba cancel sendri alas g dpet driverdriver sibuk kl kyak gtu resto g rugi jga,0
gojek jelek lot nyari driver susah cepetan pke grab,0
ok,0
mantap,2
klo emng gabisa ya batalin orang udh nunggu jam sampe set dibatalin udh x bginiii kecewa bgtt orang laperrrr nunguinnnnnnn jam sampe set yg bner dongggg,0
gojek kereenn,2
banget cuman nyari dirver mesen sampe jam dapet driver nanya sistem hasil nihil,1
sen makan bgt datengnya buka puasa lg hadehhhhhh udh nunggu jam loh,0
gak loginin akunnyaa kendala teknis terusss udah nunggu menit ga sinyal bagus banget,0
aplikasi sok superior gak driver kendali konsumen gofood kendali ongkir voucher moga benah gak indonesia banget,0
ga sopan ngasih notif nikah pusing jawabanya mending pakai flat ongkir ribu bla bla bla ga sopan bet ngasih notif nikah,0
jarang dapet promo,2
driver sibuk kabar dh gofud jam bilang resto siapin cancel,0
membantuuu,2
aplikasi bantu promo guna,2
aplikasi hari bantu transportasi kirim makan ui bagus ux compact sesuai rekomendasi habit konsumen bantu terima kasih,2
tolong fitur gofood oyomatis terima resto wajib konfirmasi resto terima pesan resto terima pesan batal fitur chat resto disable,0
tolong kalo driver sibuk cariin driver main cancel aja nyusahin,0
pake gofood telat proses dpt drivernya buka puasa jd telat shame on you apk gaguna,0
pesan coffee beans alfamart rumah butuh menit ayo beli menit jarak rumah alfamart menit total menit menit gtu bisnis,0
susah dapet driver cuman gara gara bayar pake gopay jam nyari ga dapet dapet,1
abang nya rela hujan,2
bagus ya hemat pake nih,2
help me so much to go around bandung and eat a lot of yummy food,2
mudah kirim,2
bagus,2
mantap,2
kalo sen go food estimasi jam deket makan yg sen jg fastfood kek aneh aja anter jam,0
dapet driver ya klo hujan belagu bgt,0
setan meni ih abong ndek magrib doang mah jam jam,0
coba udah sen wifi mati hujan relain tunggu pas jalan hujan coba pake data iseng eh kuota nya pas notifikasi gojek nya maaf pesan driver sibuk mentang mentang pake promo dasar,0
manfaat,2
sat set kalo butuh,2
aplikasi ok,2
gass terooss,2
hujan hujan gin ngecancel,0
membantuada notifikasi promodriver ramah,2
good,2
syukaaa sekaliii lopyuu gojek,2
good,2
kalo gerimis mending jalan kaki cari gocar gojek,0
mantap,2
antab,2
bagus mudah,2
mudah akses mana,2
,2
nice,2
klo ujan sistem jelek bgt susah nyari driver tlong baik,1
bantu,1
aplikasi rribet aplikasi yg jengkel pindahin app gojek kehp ga bulan ga scan wajah trus shari x scan ga masuk ga pindahin atur tinggal masuk pake kode otp aja nyusahin orang kalo krna saldo butuh akun gojek meredeem hadiah karna daftar no hp no hp resmi ya dftr pake kk jg hp rusak retak layar hitam atas,0
